accuracy,auc,predicted_labels,expected_labels,train_sets,test_sets,dummy_accuracy,dummy_auc,labels,n_labels,chance
60.0,87.5,['ker' 'kia' 'k-krah' 'ker' 'keh'],"9        ker
2        keh
21    k-krah
12       ker
8        kia
Name: id, dtype: object",[ 3  1  0 22  6 16 10 20 11  5  4 18 13 15  7 17 19 14],[ 9  2 21 12  8],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['keh' 'ker' 'ker' 'kia' 'ker'],"2        keh
12       ker
17       ker
5        kia
18    k-krah
Name: id, dtype: object",[ 3  9  7 11 21  0  6  4  1 19 10 22 13 20 16 14  8 15],[ 2 12 17  5 18],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['keh' 'k-krah' 'keh' 'k-krah' 'keh'],"5        kia
18    k-krah
15       ker
17       ker
1        keh
Name: id, dtype: object",[19  7  9 22 14  2 12  6 10 11  0  8 20 16 13 21  4  3],[ 5 18 15 17  1],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['ker' 'keh' 'ker' 'ker' 'kia'],"11       ker
3        keh
16       ker
18    k-krah
5        kia
Name: id, dtype: object",[ 4  2 20 14 12  7  6 15 17 13  0 21  1 19  9  8 22 10],[11  3 16 18  5],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,100.0,['ker' 'ker' 'keh' 'keh' 'ker'],"9        ker
17       ker
0        keh
7        kia
19    k-krah
Name: id, dtype: object",[16 21 15 20  2  3  1 10 13  8  4 18  6 14  5 22 11 12],[ 9 17  0  7 19],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['ker' 'kia' 'keh' 'ker' 'ker'],"12       ker
8        kia
4        keh
19    k-krah
10       ker
Name: id, dtype: object",[ 9  0  7  5 15  1 17 20  3 13 21 11 14  6 22 18  2 16],[12  8  4 19 10],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,87.5,['k-krah' 'k-krah' 'keh' 'keh' 'ker'],"13       ker
20    k-krah
6        kia
3        keh
10       ker
Name: id, dtype: object",[ 7 19  5 22  0  9  2 14 17  8  4 15 11  1 21 16 18 12],[13 20  6  3 10],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['kia' 'ker' 'ker' 'keh' 'ker'],"7        kia
18    k-krah
17       ker
3        keh
11       ker
Name: id, dtype: object",[ 9 15  2 19 13 10  5 14  6 12  0 16  8 20  1  4 21 22],[ 7 18 17  3 11],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['ker' 'ker' 'keh' 'k-krah' 'keh'],"16       ker
10       ker
6        kia
20    k-krah
0        keh
Name: id, dtype: object",[12  1 21  4  2 17 11 18  5 15  7  3  8 14 19  9 13 22],[16 10  6 20  0],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
100.0,100.0,['keh' 'ker' 'k-krah' 'ker' 'kia'],"3        keh
12       ker
19    k-krah
9        ker
5        kia
Name: id, dtype: object",[ 2 13 10 15  0  1 14 21 16  4 22  7  6  8 20 11 18 17],[ 3 12 19  9  5],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,77.08333333333334,['kia' 'k-krah' 'keh' 'k-krah' 'k-krah'],"8        kia
9        ker
0        keh
20    k-krah
14       ker
Name: id, dtype: object",[ 1 17  2 19  7 10 12 13 15  6 11 18  5 16 22  3 21  4],[ 8  9  0 20 14],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,64.58333333333334,['keh' 'keh' 'ker' 'keh' 'ker'],"3        keh
15       ker
10       ker
7        kia
18    k-krah
Name: id, dtype: object",[ 9 17  4  0 13 22 11 12  1 20  6 19  8 14  2 21  5 16],[ 3 15 10  7 18],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['keh' 'ker' 'keh' 'ker' 'k-krah'],"4        keh
10       ker
6        kia
16       ker
20    k-krah
Name: id, dtype: object",[ 3  0 22  1 17 19  5  8 12 11 14 13 18  2  9 21 15  7],[ 4 10  6 16 20],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['keh' 'k-krah' 'k-krah' 'keh' 'keh'],"15       ker
22    k-krah
16       ker
7        kia
0        keh
Name: id, dtype: object",[ 2  5  4 21 13 17 19  3  6  1 11  8 20  9 12 14 10 18],[15 22 16  7  0],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['keh' 'keh' 'keh' 'k-krah' 'k-krah'],"2        keh
5        kia
15       ker
21    k-krah
13       ker
Name: id, dtype: object",[22 12 20  0  3 16 14 17  6 18 10  9  4  1 19  7 11  8],[ 2  5 15 21 13],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
